고객사ID,가입일,산업군,요금제,좌석수,월구독료,이탈여부
C02066,2022-11-18,IT/SW,Basic,2,58000,0
C02067,2024-03-27,금융,Basic,1,29000,0
C02068,2024-06-16,유통/이커머스,Basic,1,29000,0
C02069,2023-12-30,스타트업,Pro,5,495000,1
C02070,2022-10-13,제조,Pro,8,792000,0
C02071,2024-06-10,제조,Enterprise,22,8580000,0
C02072,2022-08-01,의료,Basic,1,29000,0
C02073,2022-03-29,제조,Basic,1,29000,0
C02074,2024-03-21,유통/이커머스,Pro,2,198000,0
C02075,2023-01-20,유통/이커머스,Enterprise,27,10530000,0
C02076,2022-07-08,스타트업,Enterprise,31,12090000,0
C02077,2024-04-13,유통/이커머스,Basic,1,29000,0
C02078,2022-04-07,유통/이커머스,Basic,2,58000,0
C02079,2023-01-24,공공,Pro,10,990000,0
C02080,2022-12-07,IT/SW,Basic,1,29000,0
C02081,2023-10-30,IT/SW,Pro,3,297000,0
C02082,2023-02-26,스타트업,Pro,11,1089000,0
C02083,2023-10-08,IT/SW,Basic,1,29000,0
C02084,2022-02-19,IT/SW,Basic,1,29000,0
C02085,2023-03-06,교육,Basic,1,29000,0
C02086,2024-05-09,의료,Pro,2,198000,0
C02087,2023-10-25,의료,Basic,2,58000,1
C02088,2023-09-19,IT/SW,Basic,3,87000,0
C02089,2022-10-21,제조,Basic,1,29000,0
C02090,2023-07-15,유통/이커머스,Pro,5,495000,1
C02091,2023-09-27,교육,Basic,1,29000,0
C02092,2023-10-19,의료,Basic,2,58000,0
C02093,2024-02-08,의료,Enterprise,34,13260000,0
C02094,2022-12-20,금융,Basic,1,29000,0
C02095,2022-01-11,스타트업,Enterprise,29,11310000,0
C02096,2023-12-02,유통/이커머스,Pro,5,495000,0
C02097,2024-01-12,스타트업,Basic,1,29000,0
C02098,2022-12-18,스타트업,Enterprise,31,12090000,1
C02099,2022-04-19,공공,Basic,1,29000,0
C02100,2024-04-11,유통/이커머스,Basic,1,29000,0
C02101,2022-06-14,공공,Enterprise,23,8970000,0
C02102,2022-02-04,제조,Basic,2,58000,0
C02103,2023-03-12,의료,Pro,2,198000,0
C02104,2022-02-22,유통/이커머스,Basic,1,29000,0
C02105,2022-06-05,유통/이커머스,Pro,3,297000,1
C02106,2024-02-11,공공,Basic,1,29000,0
C02107,2022-07-21,스타트업,Basic,1,29000,0
C02108,2022-06-06,IT/SW,Basic,2,58000,0
C02109,2022-08-05,교육,Basic,1,29000,0
C02110,2022-06-29,IT/SW,Pro,2,198000,0
C02111,2023-06-10,공공,Basic,1,29000,0
C02112,2022-07-04,유통/이커머스,Basic,1,29000,1
C02113,2023-05-02,교육,Basic,1,29000,0
C02114,2023-04-03,금융,Enterprise,30,11700000,0
C02115,2022-07-07,교육,Basic,1,29000,0
C02116,2022-11-28,의료,Basic,1,29000,0
C02117,2022-11-02,IT/SW,Basic,1,29000,0
C02118,2023-04-03,유통/이커머스,Enterprise,30,11700000,0
C02119,2022-02-27,IT/SW,Basic,1,29000,0
C02120,2022-03-18,IT/SW,Basic,2,58000,0
C02121,2023-01-07,교육,Pro,3,297000,0
C02122,2023-08-29,제조,Basic,2,58000,0
C02123,2022-12-17,금융,Pro,3,297000,1
C02124,2024-01-18,IT/SW,Basic,3,87000,0
C02125,2023-05-16,스타트업,Enterprise,32,12480000,0
C02126,2023-08-15,제조,Basic,1,29000,0
C02127,2022-05-28,공공,Enterprise,30,11700000,0
C02128,2022-11-17,교육,Basic,1,29000,0
C02129,2023-11-23,의료,Basic,1,29000,0
C02130,2024-04-04,스타트업,Basic,1,29000,0
C02131,2024-04-22,공공,Basic,2,58000,0
C02132,2022-02-12,유통/이커머스,Pro,4,396000,0
C02133,2022-06-16,유통/이커머스,Enterprise,27,10530000,0
C02134,2022-07-04,제조,Basic,1,29000,0
C02135,2024-03-20,유통/이커머스,Basic,1,29000,0
C02136,2022-08-14,공공,Basic,2,58000,0
C02137,2024-05-31,공공,Basic,2,58000,0
C02138,2023-03-29,유통/이커머스,Pro,8,792000,0
C02139,2022-06-01,제조,Basic,1,29000,0
C02140,2022-02-11,금융,Enterprise,35,13650000,0
C02141,2023-04-23,스타트업,Basic,1,29000,1
C02142,2024-06-16,IT/SW,Basic,2,58000,1
C02143,2022-03-15,의료,Pro,4,396000,0
C02144,2023-10-26,교육,Basic,1,29000,0
C02145,2022-12-14,공공,Pro,2,198000,1
C02146,2022-11-09,의료,Basic,2,58000,0
C02147,2022-11-03,IT/SW,Basic,2,58000,1
C02148,2024-03-08,금융,Pro,4,396000,0
C02149,2024-04-09,금융,Pro,2,198000,0
C02150,2023-09-23,교육,Enterprise,23,8970000,0
C02151,2023-10-07,IT/SW,Pro,7,693000,0
C02152,2023-03-02,제조,Pro,6,594000,0
C02153,2022-03-22,공공,Enterprise,24,9360000,1
C02154,2023-12-24,유통/이커머스,Basic,1,29000,0
C02155,2022-10-22,스타트업,Basic,2,58000,0
C02156,2023-07-22,유통/이커머스,Pro,4,396000,0
C02157,2023-05-16,제조,Basic,1,29000,0
C02158,2023-02-14,의료,Basic,1,29000,1
C02159,2022-02-14,교육,Basic,1,29000,0
C02160,2023-11-19,유통/이커머스,Basic,1,29000,1
C02161,2022-03-27,유통/이커머스,Basic,1,29000,1
C02162,2023-11-21,공공,Enterprise,32,12480000,1
C02163,2024-06-11,제조,Basic,1,29000,0
C02164,2023-08-09,유통/이커머스,Basic,4,116000,0
C02165,2022-04-28,의료,Enterprise,27,10530000,0
C02166,2024-03-19,유통/이커머스,Pro,6,594000,1
C02167,2023-08-24,공공,Basic,1,29000,0
C02168,2023-12-17,공공,Basic,1,29000,0
C02169,2023-11-04,금융,Basic,1,29000,0
C02170,2023-10-03,IT/SW,Pro,4,396000,0
C02171,2023-08-12,교육,Enterprise,27,10530000,0
C02172,2023-03-22,금융,Basic,3,87000,0
C02173,2023-01-21,IT/SW,Pro,5,495000,0
C02174,2024-01-27,유통/이커머스,Enterprise,33,12870000,0
C02175,2023-03-13,금융,Pro,10,990000,0
C02176,2022-04-05,IT/SW,Pro,3,297000,0
C02177,2023-09-06,금융,Enterprise,18,7020000,0
C02178,2024-06-05,금융,Basic,2,58000,0
C02179,2022-07-04,유통/이커머스,Basic,1,29000,0
C02180,2022-06-21,공공,Basic,1,29000,0
C02181,2024-06-07,의료,Pro,7,693000,1
C02182,2022-05-17,제조,Enterprise,35,13650000,0
C02183,2022-08-28,제조,Enterprise,31,12090000,0
C02184,2023-11-20,의료,Pro,8,792000,0
C02185,2024-03-13,제조,Enterprise,19,7410000,0
C02186,2024-02-17,유통/이커머스,Basic,1,29000,0
C02187,2023-07-24,유통/이커머스,Basic,1,29000,0
C02188,2024-02-01,IT/SW,Basic,1,29000,0
C02189,2023-09-04,교육,Enterprise,26,10140000,0
C02190,2022-07-07,제조,Basic,2,58000,1
C02191,2023-09-22,제조,Pro,7,693000,0
C02192,2022-11-24,의료,Basic,3,87000,0
C02193,2022-03-01,유통/이커머스,Enterprise,23,8970000,0
C02194,2024-05-15,제조,Basic,3,87000,0
C02195,2023-05-14,의료,Pro,4,396000,1
C02196,2024-02-09,IT/SW,Basic,3,87000,0
C02197,2023-07-18,금융,Basic,1,29000,0
C02198,2023-03-09,IT/SW,Pro,3,297000,0
C02199,2024-04-01,유통/이커머스,Pro,3,297000,1
C02200,2022-12-07,제조,Basic,1,29000,0
C02201,2024-05-20,공공,Enterprise,38,14820000,0
C02202,2023-02-07,공공,Basic,2,58000,0
C02203,2023-03-04,스타트업,Basic,1,29000,1
C02204,2023-10-01,IT/SW,Pro,4,396000,0
C02205,2024-04-30,유통/이커머스,Basic,2,58000,0
C02206,2023-06-29,스타트업,Basic,2,58000,1
C02207,2022-04-10,의료,Basic,1,29000,0
C02208,2023-03-27,IT/SW,Basic,1,29000,0
C02209,2022-02-16,의료,Basic,1,29000,0
C02210,2023-06-17,공공,Pro,6,594000,0
C02211,2024-06-18,유통/이커머스,Basic,1,29000,0
C02212,2022-05-24,교육,Pro,4,396000,0
C02213,2022-08-29,금융,Pro,6,594000,0
C02214,2023-04-22,IT/SW,Basic,1,29000,0
C02215,2023-07-08,금융,Basic,2,58000,0
C02216,2024-03-13,제조,Basic,3,87000,0
C02217,2022-09-23,교육,Enterprise,28,10920000,0
C02218,2022-01-24,금융,Basic,1,29000,0
C02219,2023-08-12,제조,Basic,1,29000,0
C02220,2022-11-10,금융,Basic,1,29000,0
C02221,2022-02-10,유통/이커머스,Basic,1,29000,1
C02222,2023-03-25,금융,Pro,6,594000,0
C02223,2023-06-13,IT/SW,Pro,7,693000,0
C02224,2023-10-19,공공,Basic,1,29000,0
C02225,2022-01-11,공공,Pro,6,594000,1
C02226,2024-01-01,유통/이커머스,Pro,9,891000,0
C02227,2022-11-30,교육,Enterprise,23,8970000,0
C02228,2022-12-30,제조,Basic,1,29000,0
C02229,2022-08-22,공공,Basic,1,29000,1
C02230,2023-09-28,유통/이커머스,Basic,1,29000,0
C02231,2022-05-28,교육,Basic,1,29000,0
C02232,2023-08-31,교육,Basic,2,58000,0
C02233,2024-02-24,IT/SW,Pro,5,495000,0
C02234,2023-10-12,금융,Enterprise,25,9750000,0
C02235,2024-05-27,IT/SW,Basic,1,29000,0
C02236,2023-06-04,유통/이커머스,Pro,3,297000,0
C02237,2023-03-16,금융,Basic,3,87000,0
C02238,2022-04-17,교육,Basic,1,29000,0
C02239,2023-08-09,공공,Basic,4,116000,0
C02240,2022-05-27,금융,Basic,1,29000,0
C02241,2024-01-08,금융,Basic,1,29000,1
C02242,2024-01-20,IT/SW,Basic,1,29000,0
C02243,2023-12-31,제조,Basic,1,29000,0
C02244,2023-07-14,IT/SW,Enterprise,29,11310000,0
C02245,2022-02-23,제조,Pro,2,198000,0
C02246,2022-11-25,의료,Basic,1,29000,0
C02247,2022-08-07,유통/이커머스,Pro,4,396000,1
C02248,2024-01-15,의료,Pro,4,396000,0
C02249,2022-02-21,금융,Pro,6,594000,1
C02250,2022-03-25,IT/SW,Basic,2,58000,0
C02251,2022-03-07,의료,Pro,3,297000,1
C02252,2024-06-08,유통/이커머스,Basic,1,29000,0
C02253,2022-01-02,유통/이커머스,Pro,2,198000,1
C02254,2022-02-04,제조,Basic,2,58000,1
C02255,2023-03-25,유통/이커머스,Enterprise,38,14820000,0
C02256,2024-04-07,스타트업,Basic,1,29000,1
C02257,2022-07-21,교육,Pro,4,396000,1
C02258,2022-02-07,교육,Basic,1,29000,1
C02259,2023-06-03,의료,Basic,1,29000,1
C02260,2023-10-31,제조,Pro,8,792000,0
C02261,2023-10-12,금융,Pro,4,396000,0
C02262,2022-05-16,유통/이커머스,Pro,8,792000,0
C02263,2024-02-15,제조,Pro,6,594000,0
C02264,2022-01-23,유통/이커머스,Pro,6,594000,0
C02265,2022-02-10,유통/이커머스,Enterprise,23,8970000,1
C02266,2022-03-29,제조,Basic,2,58000,0
C02267,2024-05-13,스타트업,Enterprise,42,16380000,0
C02268,2023-09-11,유통/이커머스,Basic,1,29000,0
C02269,2022-12-10,제조,Pro,1,99000,0
C02270,2022-10-07,금융,Basic,1,29000,0
C02271,2022-10-08,금융,Pro,3,297000,0
C02272,2024-05-23,의료,Basic,1,29000,0
C02273,2022-11-05,유통/이커머스,Enterprise,23,8970000,0
C02274,2024-05-09,공공,Enterprise,21,8190000,0
C02275,2023-09-04,공공,Pro,2,198000,0
C02276,2022-01-02,금융,Pro,5,495000,0
C02277,2023-05-02,공공,Pro,8,792000,0
C02278,2022-01-31,유통/이커머스,Basic,4,116000,0
C02279,2022-11-26,교육,Pro,5,495000,0
C02280,2023-07-07,공공,Enterprise,30,11700000,0
C02281,2022-09-16,유통/이커머스,Basic,1,29000,0
C02282,2023-11-08,제조,Basic,1,29000,0
C02283,2022-10-08,금융,Pro,5,495000,0
C02284,2022-03-20,금융,Basic,1,29000,0
C02285,2024-02-20,유통/이커머스,Basic,1,29000,0
C02286,2023-02-12,의료,Basic,1,29000,0
C02287,2022-12-11,의료,Pro,4,396000,0
C02288,2024-04-08,유통/이커머스,Basic,1,29000,0
C02289,2022-03-17,교육,Basic,1,29000,0
C02290,2024-05-06,금융,Basic,1,29000,0
C02291,2022-04-20,의료,Basic,1,29000,0
C02292,2022-12-30,금융,Basic,3,87000,0
C02293,2023-09-14,교육,Basic,2,58000,1
C02294,2024-02-04,제조,Pro,6,594000,0
C02295,2023-04-07,유통/이커머스,Pro,4,396000,0
C02296,2023-04-12,IT/SW,Enterprise,29,11310000,0
C02297,2023-06-22,유통/이커머스,Enterprise,22,8580000,1
C02298,2023-12-29,유통/이커머스,Basic,1,29000,0
C02299,2022-10-17,IT/SW,Basic,2,58000,0
C02300,2024-05-06,제조,Basic,1,29000,0
C02301,2024-04-17,교육,Basic,2,58000,0
C02302,2024-02-06,유통/이커머스,Pro,5,495000,0
C02303,2023-07-21,공공,Pro,1,99000,0
C02304,2023-06-22,스타트업,Basic,1,29000,1
C02305,2024-01-21,IT/SW,Enterprise,27,10530000,0
C02306,2024-04-08,금융,Basic,1,29000,0
C02307,2024-03-01,교육,Enterprise,31,12090000,0
C02308,2023-09-04,의료,Basic,1,29000,0
C02309,2022-12-07,공공,Pro,3,297000,1
C02310,2024-06-06,IT/SW,Basic,1,29000,0
C02311,2023-11-15,공공,Pro,4,396000,1
C02312,2023-04-13,유통/이커머스,Enterprise,22,8580000,1
C02313,2022-11-20,제조,Enterprise,37,14430000,0
C02314,2024-02-12,공공,Pro,2,198000,0
C02315,2022-10-15,IT/SW,Enterprise,21,8190000,1
C02316,2023-02-05,교육,Basic,1,29000,0
C02317,2023-09-22,제조,Pro,8,792000,0
C02318,2022-11-02,공공,Basic,1,29000,1
C02319,2023-11-23,공공,Pro,6,594000,0
C02320,2023-10-26,제조,Basic,1,29000,0
C02321,2024-04-01,유통/이커머스,Pro,6,594000,1
C02322,2023-01-20,제조,Pro,7,693000,1
C02323,2024-03-10,금융,Pro,7,693000,1
C02324,2022-06-16,금융,Basic,1,29000,0
C02325,2022-06-03,금융,Basic,1,29000,0
C02326,2023-08-19,제조,Basic,1,29000,0
C02327,2023-01-03,제조,Pro,1,99000,0
C02328,2022-10-05,IT/SW,Pro,6,594000,1
C02329,2023-05-18,금융,Enterprise,31,12090000,1
C02330,2022-01-08,공공,Basic,1,29000,0
C02331,2024-06-17,IT/SW,Basic,1,29000,0
C02332,2024-06-16,제조,Pro,7,693000,0
C02333,2023-03-06,제조,Basic,1,29000,0
C02334,2022-08-23,유통/이커머스,Basic,2,58000,1
C02335,2024-05-07,유통/이커머스,Basic,1,29000,0
C02336,2023-08-18,금융,Pro,7,693000,0
C02337,2022-09-14,유통/이커머스,Basic,1,29000,0
C02338,2022-06-02,금융,Pro,5,495000,0
C02339,2022-02-27,교육,Basic,1,29000,0
C02340,2023-09-29,제조,Basic,1,29000,0
C02341,2023-08-24,교육,Basic,1,29000,0
C02342,2022-09-17,스타트업,Basic,1,29000,0
C02343,2024-05-31,IT/SW,Basic,1,29000,0
C02344,2022-03-06,금융,Basic,2,58000,1
C02345,2022-09-24,금융,Basic,2,58000,0
C02346,2023-09-24,유통/이커머스,Basic,1,29000,0
C02347,2022-01-16,공공,Basic,1,29000,1
C02348,2022-07-26,공공,Pro,7,693000,0
C02349,2022-07-26,교육,Basic,1,29000,0
C02350,2022-02-04,제조,Pro,3,297000,0
C02351,2023-09-30,공공,Basic,1,29000,1
C02352,2023-07-17,제조,Pro,4,396000,0
C02353,2022-04-10,공공,Basic,1,29000,0
C02354,2022-01-22,유통/이커머스,Enterprise,32,12480000,0
C02355,2023-09-25,제조,Basic,1,29000,1
C02356,2022-11-23,의료,Basic,2,58000,0
C02357,2023-10-19,스타트업,Pro,5,495000,0
C02358,2023-06-13,교육,Basic,2,58000,0
C02359,2023-05-27,IT/SW,Pro,6,594000,0
C02360,2022-11-22,제조,Enterprise,29,11310000,0
C02361,2023-10-10,공공,Basic,2,58000,0
C02362,2023-04-17,스타트업,Pro,6,594000,1
C02363,2023-11-12,공공,Basic,1,29000,0
C02364,2022-04-21,제조,Basic,3,87000,0
C02365,2024-02-28,IT/SW,Pro,5,495000,1
C02366,2022-05-17,의료,Enterprise,41,15990000,0
C02367,2024-06-11,유통/이커머스,Pro,3,297000,0
C02368,2022-04-19,공공,Pro,8,792000,0
C02369,2023-11-26,교육,Pro,1,99000,0
C02370,2022-02-12,IT/SW,Basic,1,29000,0
C02371,2022-01-13,IT/SW,Enterprise,19,7410000,0
C02372,2023-06-22,교육,Basic,2,58000,0
C02373,2023-04-13,금융,Enterprise,31,12090000,0
C02374,2022-04-22,금융,Basic,1,29000,1
C02375,2023-05-04,의료,Basic,2,58000,0
C02376,2022-06-29,금융,Basic,1,29000,1
C02377,2024-03-24,IT/SW,Basic,1,29000,0
C02378,2023-12-11,유통/이커머스,Basic,1,29000,0
C02379,2023-09-29,공공,Basic,1,29000,0
C02380,2022-09-01,금융,Pro,5,495000,0
C02381,2022-10-22,의료,Basic,1,29000,0
C02382,2022-08-15,금융,Basic,1,29000,0
C02383,2022-12-28,제조,Pro,3,297000,0
C02384,2022-12-25,금융,Pro,5,495000,0
C02385,2022-07-24,유통/이커머스,Enterprise,27,10530000,0
C02386,2022-07-15,교육,Basic,1,29000,0
C02387,2022-06-18,스타트업,Pro,2,198000,0
C02388,2023-09-23,제조,Pro,6,594000,1
C02389,2022-05-25,제조,Enterprise,26,10140000,0
C02390,2022-11-11,스타트업,Basic,1,29000,1
C02391,2023-10-15,IT/SW,Pro,4,396000,1
C02392,2022-02-08,교육,Pro,7,693000,0
C02393,2023-02-23,공공,Basic,1,29000,1
C02394,2022-06-28,공공,Enterprise,29,11310000,0
C02395,2024-04-01,IT/SW,Basic,1,29000,1
C02396,2023-01-14,공공,Basic,1,29000,0
C02397,2023-08-01,유통/이커머스,Pro,4,396000,1
C02398,2024-03-25,공공,Enterprise,25,9750000,0
C02399,2022-11-03,금융,Basic,2,58000,0
C02400,2023-03-26,금융,Pro,5,495000,0
C02401,2024-05-19,의료,Basic,2,58000,0
C02402,2022-12-16,제조,Pro,7,693000,1
C02403,2022-12-02,IT/SW,Pro,10,990000,0
C02404,2023-05-17,IT/SW,Pro,8,792000,0
C02405,2023-11-07,제조,Pro,4,396000,1
C02406,2022-03-01,교육,Enterprise,32,12480000,0
C02407,2022-02-01,공공,Pro,3,297000,0
C02408,2024-04-27,공공,Basic,3,87000,0
C02409,2023-09-12,교육,Pro,5,495000,1
C02410,2022-02-16,IT/SW,Enterprise,24,9360000,1
C02411,2024-01-13,유통/이커머스,Pro,5,495000,0
C02412,2023-12-23,의료,Basic,1,29000,1
C02413,2022-04-28,유통/이커머스,Pro,6,594000,0
C02414,2022-07-02,제조,Pro,4,396000,0
C02415,2022-12-06,IT/SW,Basic,1,29000,0
C02416,2023-06-14,공공,Pro,7,693000,0
C02417,2023-07-31,금융,Enterprise,26,10140000,0
C02418,2024-06-08,IT/SW,Basic,2,58000,0
C02419,2022-01-24,제조,Basic,1,29000,0
C02420,2023-01-16,제조,Basic,2,58000,0
C02421,2022-01-16,교육,Basic,3,87000,0
C02422,2022-01-12,교육,Basic,1,29000,0
C02423,2023-02-20,금융,Pro,3,297000,0
C02424,2022-10-27,IT/SW,Basic,2,58000,0
C02425,2022-09-23,유통/이커머스,Basic,1,29000,0
C02426,2022-10-04,IT/SW,Pro,2,198000,0
C02427,2023-10-31,공공,Enterprise,30,11700000,0
C02428,2022-06-20,금융,Pro,8,792000,1
C02429,2022-10-30,유통/이커머스,Basic,1,29000,0
C02430,2023-10-12,스타트업,Basic,1,29000,0
C02431,2022-03-08,스타트업,Pro,5,495000,0
C02432,2024-04-07,공공,Basic,2,58000,0
C02433,2024-02-22,교육,Basic,2,58000,1
C02434,2022-04-25,스타트업,Pro,7,693000,0
C02435,2023-02-01,유통/이커머스,Basic,1,29000,1
C02436,2023-05-09,의료,Basic,1,29000,0
C02437,2023-05-28,IT/SW,Pro,4,396000,0
C02438,2022-12-29,유통/이커머스,Enterprise,25,9750000,1
C02439,2023-01-07,IT/SW,Pro,6,594000,0
C02440,2024-05-14,IT/SW,Basic,1,29000,1
C02441,2022-05-27,의료,Pro,6,594000,0
C02442,2023-09-05,제조,Basic,2,58000,1
C02443,2022-10-24,교육,Enterprise,36,14040000,0
C02444,2023-06-20,IT/SW,Basic,2,58000,0
C02445,2022-12-22,IT/SW,Pro,1,99000,0
C02446,2023-03-07,교육,Basic,1,29000,0
C02447,2022-06-19,IT/SW,Basic,1,29000,0
C02448,2022-07-01,의료,Basic,1,29000,1
C02449,2023-05-30,공공,Basic,1,29000,0
C02450,2023-12-02,스타트업,Enterprise,31,12090000,1
C02451,2023-04-09,유통/이커머스,Pro,5,495000,0
C02452,2024-01-29,금융,Pro,8,792000,0
C02453,2023-11-06,제조,Pro,3,297000,0
C02454,2022-03-11,IT/SW,Basic,1,29000,0
C02455,2023-09-17,제조,Basic,3,87000,0
C02456,2023-07-12,교육,Basic,1,29000,0
C02457,2022-07-15,제조,Basic,3,87000,1
C02458,2023-09-12,IT/SW,Enterprise,23,8970000,0
C02459,2022-01-03,교육,Basic,1,29000,0
C02460,2022-11-30,의료,Basic,1,29000,0
C02461,2023-07-09,금융,Basic,2,58000,0
C02462,2022-09-13,유통/이커머스,Enterprise,34,13260000,0
C02463,2022-04-03,금융,Basic,2,58000,1
C02464,2022-07-22,스타트업,Basic,1,29000,0
C02465,2023-03-01,금융,Basic,1,29000,0
C02466,2022-03-14,IT/SW,Enterprise,34,13260000,0
C02467,2022-12-25,IT/SW,Basic,2,58000,0
C02468,2023-11-10,유통/이커머스,Pro,5,495000,0
C02469,2022-04-10,금융,Basic,1,29000,0
C02470,2023-10-23,교육,Pro,3,297000,0
C02471,2023-11-18,공공,Pro,5,495000,0
C02472,2022-09-11,IT/SW,Basic,1,29000,0
C02473,2024-02-12,제조,Basic,1,29000,0
C02474,2024-03-28,유통/이커머스,Basic,1,29000,0
C02475,2022-04-12,스타트업,Basic,1,29000,0
C02476,2022-06-17,스타트업,Basic,1,29000,1
C02477,2023-10-17,IT/SW,Basic,1,29000,0
C02478,2023-04-19,의료,Basic,1,29000,0
C02479,2023-12-30,IT/SW,Basic,1,29000,0
C02480,2022-01-01,금융,Pro,2,198000,0
C02481,2023-01-18,교육,Basic,1,29000,0
C02482,2024-04-21,IT/SW,Pro,10,990000,1
C02483,2023-08-01,IT/SW,Basic,1,29000,1
C02484,2024-03-09,금융,Basic,3,87000,0
C02485,2022-09-21,IT/SW,Pro,8,792000,0
C02486,2022-03-16,금융,Basic,1,29000,0
C02487,2022-10-30,유통/이커머스,Pro,8,792000,0
C02488,2022-03-07,의료,Pro,6,594000,0
C02489,2024-04-09,유통/이커머스,Enterprise,21,8190000,0
C02490,2023-06-17,공공,Enterprise,35,13650000,0
C02491,2023-07-06,스타트업,Basic,1,29000,1
C02492,2022-08-09,공공,Basic,2,58000,0
C02493,2022-08-03,금융,Enterprise,28,10920000,0
C02494,2024-06-12,제조,Basic,1,29000,0
C02495,2022-03-17,금융,Basic,1,29000,0
C02496,2022-01-20,의료,Pro,5,495000,0
C02497,2022-11-30,의료,Basic,2,58000,0
C02498,2022-04-23,금융,Pro,4,396000,0
C02499,2024-01-24,제조,Enterprise,24,9360000,1
C02500,2024-04-09,금융,Pro,3,297000,0
